review_id_generated,review,rating,date,bank,source,app_name,app_id,review_preprocessed,sentiment_label,sentiment_score,identified_theme
1407,NASTY BANK . EVEN THE SUPPER APP IS NOT WORKING WELL. WHEN I AM CALLING THEM THEY ARE NOT RESPONSE . PLEASE DON'T USE THIS APP BECAUSE YOU WILL LOSS YOU TIME ;ENERGY AND EVERYTHING . HOPELESS Bank .,1,2025-11-10,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,NASTY BANK . EVEN THE SUPPER APP IS NOT WORKING WELL. WHEN I AM CALLING THEM THEY ARE NOT RESPONSE . PLEASE DON'T USE THIS APP BECAUSE YOU WILL LOSS YOU TIME ;ENERGY AND EVERYTHING . HOPELESS Bank .,NEGATIVE,-0.9205,Customer Support
1408,I have one issue though what if the mobile phone with the sim is stolen and have no pattern or pin. The app allows to reset the pin directly without 2FA like finger print just by sending sms. which is a big gap. It should be addressed I didn't expect but it does and no trust at all.,1,2025-09-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,I have one issue though what if the mobile phone with the sim is stolen and have no pattern or pin. The app allows to reset the pin directly without 2FA like finger print just by sending sms. which is a big gap. It should be addressed I didn't expect but it does and no trust at all.,NEGATIVE,-0.1543,Account Access Issues
1409,"The UI is impressive, but adding an ATM withdrawal feature for cardless cash access would enhance functionality. This may require updates to the ATM system as well. Please consider this, dev team.",4,2025-10-22,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"The UI is impressive, but adding an ATM withdrawal feature for cardless cash access would enhance functionality. This may require updates to the ATM system as well. Please consider this, dev team.",POSITIVE,0.7845,User Interface & Experience
1410,The app stops working whenever there is an update unless you update the app. But it is better if it kept working on and updating should be optional.,3,2025-09-26,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,The app stops working whenever there is an update unless you update the app. But it is better if it kept working on and updating should be optional.,POSITIVE,0.5499,Feature Requests & General
1411,"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-10-27,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",POSITIVE,0.969,Transaction Performance
1412,"not a great app compared to the others ,It freezes randomly ,Takes a lot to load ,and a lot of errors while sending money ,I stopped using it",1,2025-09-07,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"not a great app compared to the others ,It freezes randomly ,Takes a lot to load ,and a lot of errors while sending money ,I stopped using it",NEGATIVE,-0.7713,General Feedback
1413,"Only the UI/UX is good, but it doesn't function properly. It's a shame that a leading tech bank has such an app. Amole is far better.",1,2025-11-13,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"Only the UI/UX is good, but it doesn't function properly. It's a shame that a leading tech bank has such an app. Amole is far better.",POSITIVE,0.1655,User Interface & Experience
1414,"I just updated my app to the latest version and I couldn't even see my balance, send money or do anything. It says service is unavailable and it will be fixed soon.",5,2025-11-01,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"I just updated my app to the latest version and I couldn't even see my balance, send money or do anything. It says service is unavailable and it will be fixed soon.",NEUTRAL,0.0,General Feedback
1415,"The design is clean and modern, and everything works smoothly without bugs. I love how reliable the app is it makes banking so convenient.",5,2025-10-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"The design is clean and modern, and everything works smoothly without bugs. I love how reliable the app is it makes banking so convenient.",NEGATIVE,-0.17,Transaction Performance
1416,"it's a really slow app, I'm not sure what the issue is. Even other bank transfers are not working",2,2025-11-18,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"it's a really slow app, I'm not sure what the issue is. Even other bank transfers are not working",NEGATIVE,-0.2411,Transaction Performance
1417,bill payment options are limited in this app please add ethio telecom bill electric bill etc.. instead of adding nonsense in banking app,1,2025-11-18,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,bill payment options are limited in this app please add ethio telecom bill electric bill etc.. instead of adding nonsense in banking app,NEGATIVE,-0.3182,Feature Requests & General
1418,"Dashen Bank Super App is incredibly convenient! Easy to use, fast, and reliable – a great app to manage everything in one place.",5,2025-10-29,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"Dashen Bank Super App is incredibly convenient! Easy to use, fast, and reliable – a great app to manage everything in one place.",POSITIVE,0.9094,Transaction Performance
1419,"Dashen SuperApp is the worst app for me because it consistently fails during transfers. When I try to send money, the transaction freezes for extended periods—sometimes a full day, and often two or three days or more. Crucially, the funds are neither delivered to the recipient nor immediately refunded to my account, which is incredibly frustrating and makes me feel like I've lost my money. The app urgently needs a technical update to ensure transactions process smoothly and reliably.",1,2025-10-14,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"Dashen SuperApp is the worst app for me because it consistently fails during transfers. When I try to send money, the transaction freezes for extended periods—sometimes a full day, and often two or three days or more. Crucially, the funds are neither delivered to the recipient nor immediately refunded to my account, which is incredibly frustrating and makes me feel like I've lost my money. The app urgently needs a technical update to ensure transactions process smoothly and reliably.",NEGATIVE,-0.8122,Feature Requests & General
1420,"The best UI banking app from all those I used, other Ethiopian banks I used have a really old UI. This is very neat and easy to use. Also so reliable.",5,2025-09-26,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"The best UI banking app from all those I used, other Ethiopian banks I used have a really old UI. This is very neat and easy to use. Also so reliable.",POSITIVE,0.8923,User Interface & Experience
1421,"Finally, banking made simple! Everything I need is in one super app. A true game changer for managing my finances on the go.",5,2025-10-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"Finally, banking made simple! Everything I need is in one super app. A true game changer for managing my finances on the go.",POSITIVE,0.7901,User Interface & Experience
1422,"I rarely leave reviews, but this app truly deserves one. It’s efficient, secure, and makes financial tasks effortless. Definitely a 5-star experience",5,2025-10-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"I rarely leave reviews, but this app truly deserves one. It’s efficient, secure, and makes financial tasks effortless. Definitely a 5-star experience",POSITIVE,0.9357,User Interface & Experience
1423,It’s impressive how consistently the app is improving. I’ve been using it for months and they have improved a lot in terms of not only beauty but also performance wise.,5,2025-10-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,It’s impressive how consistently the app is improving. I’ve been using it for months and they have improved a lot in terms of not only beauty but also performance wise.,POSITIVE,0.8028,General Feedback
1424,"A true banking super app! The Dashen Super App combines great design, security, and an impressive range of features. Highly recommended for anyone looking for a complete digital banking experience.",5,2025-10-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"A true banking super app! The Dashen Super App combines great design, security, and an impressive range of features. Highly recommended for anyone looking for a complete digital banking experience.",POSITIVE,0.9712,User Interface & Experience
1425,"i rarely leave reviews, but this app truely deserves one.it's efficient ,secure , reliable and makes fanancial tasks effortless.definitely 5 stars for this exceptional app",5,2025-11-04,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"i rarely leave reviews, but this app truely deserves one.it's efficient ,secure , reliable and makes fanancial tasks effortless.definitely 5 stars for this exceptional app",POSITIVE,0.7829,General Feedback
1426,"This app makes my day-to-day payments so easy. Everything works perfectly, and it saves me a lot of time.",5,2025-10-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"This app makes my day-to-day payments so easy. Everything works perfectly, and it saves me a lot of time.",POSITIVE,0.8377,General Feedback
1427,"I’ve been using the the App, and it’s been working really well for my daily transactions. Good work 👌",5,2025-10-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"I’ve been using the the App, and it’s been working really well for my daily transactions. Good work  OK_hand ",POSITIVE,0.6478,General Feedback
1428,I have been using this app for months and its easy to use and is user friendly thanks Dashen bank.,5,2025-10-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,I have been using this app for months and its easy to use and is user friendly thanks Dashen bank.,POSITIVE,0.8402,User Interface & Experience
1429,App is passive when compare to Amole it takes 3-5 seconds to open and i cannot refresh transactions what i did.,1,2025-10-03,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,App is passive when compare to Amole it takes 3-5 seconds to open and i cannot refresh transactions what i did.,POSITIVE,0.2023,General Feedback
1430,what happened to dashen bank? this is by far the worst banking app. extremely slow when it works and is out of service all the time,1,2025-09-08,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,what happened to dashen bank? this is by far the worst banking app. extremely slow when it works and is out of service all the time,NEGATIVE,-0.6249,Transaction Performance
1431,"All in One Super App with smooth navigation, transaction and lifestyle services",5,2025-11-14,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"All in One Super App with smooth navigation, transaction and lifestyle services",POSITIVE,0.5994,User Interface & Experience
1432,"This so-called “Super App” is a complete disappointment. It’s confusing, slow, and full of glitches honestly, it feels like it was designed to test people’s patience, not to help them bank. Calling it “super” is a joke; it’s one of the most useless apps I’ve ever used.",1,2025-11-11,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"This so-called “Super App” is a complete disappointment. It’s confusing, slow, and full of glitches honestly, it feels like it was designed to test people’s patience, not to help them bank. Calling it “super” is a joke; it’s one of the most useless apps I’ve ever used.",NEGATIVE,-0.4312,Transaction Performance
1433,It is a wonderful App developed by a local talent. It deserves an appreciation. It will continue to evolve with new exciting features.,5,2025-11-05,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,It is a wonderful App developed by a local talent. It deserves an appreciation. It will continue to evolve with new exciting features.,POSITIVE,0.9186,General Feedback
1434,"The app has potential, but the QR payment feature is disappointing. The scanner doesn’t work, and even though there’s an option to select a QR code from the gallery, it doesn’t function either. This makes paying with QR codes almost impossible. Fixing this would really improve the app.",3,2025-09-04,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"The app has potential, but the QR payment feature is disappointing. The scanner doesn’t work, and even though there’s an option to select a QR code from the gallery, it doesn’t function either. This makes paying with QR codes almost impossible. Fixing this would really improve the app.",NEUTRAL,-0.0027,General Feedback
1435,I have had an amazing experience with this app;ot os convenient and easy to use,5,2025-11-14,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,I have had an amazing experience with this app;ot os convenient and easy to use,POSITIVE,0.7717,User Interface & Experience
1436,"​I appreciate that this app allowed me to access multiple services in one centralized place. Thank you, Dashen Bank!",5,2025-10-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"​I appreciate that this app allowed me to access multiple services in one centralized place. Thank you, Dashen Bank!",POSITIVE,0.6696,Feature Requests & General
1437,"Wow, I really loved the new UI/UX! Great job, Dashen Bank! You guys are the best mobile banking in Ethiopia.",5,2025-09-25,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"Wow, I really loved the new UI/UX! Great job, Dashen Bank! You guys are the best mobile banking in Ethiopia.",POSITIVE,0.9576,User Interface & Experience
1438,Dashin mobile banking is become worest app like others Ethiopian bank apps. Amole was the best app ever I used. It was so flexible & reliable to use. and the best app user can login with new device without go to bank physically.,1,2025-09-05,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,Dashin mobile banking is become worest app like others Ethiopian bank apps. Amole was the best app ever I used. It was so flexible & reliable to use. and the best app user can login with new device without go to bank physically.,POSITIVE,0.9245,General Feedback
1439,"""super Idiot app"" 1.it forced me to off many of my phone settings like developers option. 2.Never works fastly. 3.It needs multiple click. 4. Doesn't notify if received money & many many more *** The worst mobile app ever expanded***",1,2025-09-01,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"""super Idiot app"" 1.it forced me to off many of my phone settings like developers option. 2.Never works fastly. 3.It needs multiple click. 4. Doesn't notify if received money & many many more *** The worst mobile app ever expanded***",NEGATIVE,-0.6444,General Feedback
1440,Astonishing interface with ease of access and complete performance,5,2025-10-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,Astonishing interface with ease of access and complete performance,POSITIVE,0.3612,General Feedback
1441,"Amazing UI and UX, the dark mode looks absolutely awesome!",5,2025-10-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"Amazing UI and UX, the dark mode looks absolutely awesome!",POSITIVE,0.8585,User Interface & Experience
1442,This is one of the most user friendly and impressive apps I have encountered in the banking sector,5,2025-10-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,This is one of the most user friendly and impressive apps I have encountered in the banking sector,POSITIVE,0.7769,User Interface & Experience
1443,"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",2,2025-04-09,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",POSITIVE,0.9022,Transaction Performance
1444,"Great app, unfortunately I struggle to use it from outside Ethiopia. It tells me ""VPN enabled please disable VPN to continue using the app"". And that's happening without any VPN enabled. I think I will need to switch back to CBE because I need access to my bank account globally.",1,2025-08-15,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"Great app, unfortunately I struggle to use it from outside Ethiopia. It tells me ""VPN enabled please disable VPN to continue using the app"". And that's happening without any VPN enabled. I think I will need to switch back to CBE because I need access to my bank account globally.",POSITIVE,0.4019,General Feedback
1445,"Updates every time 🥲, when it's updated, it doesn't work at all. 😭",1,2025-09-26,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"Updates every time  smiling_face_with_tear , when it's updated, it doesn't work at all.  loudly_crying_face ",NEUTRAL,0.0,General Feedback
1446,"It was easy enough before. but now it won't even open , why? pls help if possible. The email address you provided under the App support also can't be found by Gmail. pls respond.",3,2025-08-14,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"It was easy enough before. but now it won't even open , why? pls help if possible. The email address you provided under the App support also can't be found by Gmail. pls respond.",POSITIVE,0.8735,General Feedback
1447,Dashen Bank Super App is the latest version of online banking system that is the gift from Dashen bank for us Thanks to Dashen,5,2025-11-04,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,Dashen Bank Super App is the latest version of online banking system that is the gift from Dashen bank for us Thanks to Dashen,POSITIVE,0.8658,General Feedback
1448,I really appreciate but we can't use it if don't have balance or data access,2,2025-10-01,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,I really appreciate but we can't use it if don't have balance or data access,POSITIVE,0.2492,General Feedback
1449,The worst app ever. Extremely unreliable. Such a shame for a big bank.,1,2025-10-31,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,The worst app ever. Extremely unreliable. Such a shame for a big bank.,NEGATIVE,-0.8158,General Feedback
1450,"The app has evolved impressively over time. The latest release adds dark and light modes that enhance usability and design. It’s intuitive, modern, and clearly built with the user in mind — setting a new benchmark for digital banking.",5,2025-10-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"The app has evolved impressively over time. The latest release adds dark and light modes that enhance usability and design. It’s intuitive, modern, and clearly built with the user in mind — setting a new benchmark for digital banking.",POSITIVE,0.6908,User Interface & Experience
1451,"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",POSITIVE,0.979,Transaction Performance
1452,I can't open virtual account.I have been trying it for about 3 days still no resolve.,2,2025-10-04,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,I can't open virtual account.I have been trying it for about 3 days still no resolve.,POSITIVE,0.1027,General Feedback
1453,I love the new dark theme it gives the app modern feel n make it more comfortable to use,5,2025-10-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,I love the new dark theme it gives the app modern feel n make it more comfortable to use,POSITIVE,0.8313,General Feedback
1454,"not attractive and friendly app. Check Awash, CBE apps",1,2025-11-06,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"not attractive and friendly app. Check Awash, CBE apps",NEGATIVE,-0.6167,User Interface & Experience
1455,Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,2,2025-08-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,POSITIVE,0.8591,User Interface & Experience
1456,with the super app evry thing i need is just a tap away,5,2025-11-17,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,with the super app evry thing i need is just a tap away,POSITIVE,0.5994,General Feedback
1457,"I am very disappointed with the Dashin Bank Super App. The app does not allow me to withdraw 50 birr or can't transfer money and even I can't use it to buy airtime. This makes me feel like my 50 birr is no longer my money, but the bank’s money, since I cannot access or use it freely. According to the National Bank of Ethiopia (NBE), the rule is that 100 birr is not withdrawable, but it can be used to buy airtime or transferred to friends. Dashin Bank’s restriction goes beyond this rule and unfa",1,2025-09-06,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"I am very disappointed with the Dashin Bank Super App. The app does not allow me to withdraw 50 birr or can't transfer money and even I can't use it to buy airtime. This makes me feel like my 50 birr is no longer my money, but the bank’s money, since I cannot access or use it freely. According to the National Bank of Ethiopia (NBE), the rule is that 100 birr is not withdrawable, but it can be used to buy airtime or transferred to friends. Dashin Bank’s restriction goes beyond this rule and unfa",POSITIVE,0.7522,General Feedback
1458,"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",5,2025-03-31,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",POSITIVE,0.5267,General Feedback
1459,"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",5,2025-03-10,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",POSITIVE,0.8648,General Feedback
1460,"Dashen Super App is a game-changer with its sleek, user-friendly interface. Lightning-fast responses and seamless navigation make every task a breeze. Love the organized layout and clear features that save time daily. Fantastic work—highly recommended for effortless banking!",5,2025-10-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"Dashen Super App is a game-changer with its sleek, user-friendly interface. Lightning-fast responses and seamless navigation make every task a breeze. Love the organized layout and clear features that save time daily. Fantastic work—highly recommended for effortless banking!",POSITIVE,0.9617,User Interface & Experience
1461,"it say's disable developer option, i disabled it but its not working still",1,2025-11-17,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"it say's disable developer option, i disabled it but its not working still",NEUTRAL,0.0,General Feedback
1462,"As an Internal Customer, Dashen Bank SuperApp has greatly simplified my online banking experience. It's easy to use, allowing me to quickly check balances, transfer money and pay Bills. The app's advanced security features are highly secure, ensuring my data is well protected. The Three click, Chat Banking and IPS features have also given me a smarter experience. In deed Dashen Bank is always steping ahead!",5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"As an Internal Customer, Dashen Bank SuperApp has greatly simplified my online banking experience. It's easy to use, allowing me to quickly check balances, transfer money and pay Bills. The app's advanced security features are highly secure, ensuring my data is well protected. The Three click, Chat Banking and IPS features have also given me a smarter experience. In deed Dashen Bank is always steping ahead!",POSITIVE,0.9536,User Interface & Experience
1463,"I have been using the Dashen Supper app mobile banking app , and overall, I appreciate its features.However,I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications . Thank you for your attention to this matter!",5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"I have been using the Dashen Supper app mobile banking app , and overall, I appreciate its features.However,I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications . Thank you for your attention to this matter!",POSITIVE,0.8449,Feature Requests & General
1464,"very slow and failed transaction multiple times, previous app was much better!!",2,2025-09-04,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"very slow and failed transaction multiple times, previous app was much better!!",NEGATIVE,-0.3066,Transaction Performance
1465,stunning UI with reliable service!,5,2025-10-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,stunning UI with reliable service!,POSITIVE,0.4389,User Interface & Experience
1466,Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone 💯 👌👍,5,2025-01-22,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone  hundred_points   OK_hand  thumbs_up ,POSITIVE,0.8842,General Feedback
1467,"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",POSITIVE,0.9647,User Interface & Experience
1468,This app has replaced several others for me. It has everything I need in one place.,5,2025-10-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,This app has replaced several others for me. It has everything I need in one place.,NEUTRAL,0.0,General Feedback
1469,"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",POSITIVE,0.9798,Transaction Performance
1470,app is too slow not opening fast,1,2025-10-31,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,app is too slow not opening fast,NEUTRAL,0.0,Transaction Performance
1471,Your staffs are really hardworking but the app is not like your employees,3,2025-09-12,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,Your staffs are really hardworking but the app is not like your employees,NEGATIVE,-0.395,General Feedback
1472,"easy to use, friendly",5,2025-11-06,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"easy to use, friendly",POSITIVE,0.7269,User Interface & Experience
1473,"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",1,2025-03-20,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",NEGATIVE,-0.7803,General Feedback
1474,"it's seems to have some improvements, I don't know what's going on with this app sometimes get collapseed. This is not expected from Dashen bank, which is amongst from famous and greatest banks.",1,2025-10-30,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"it's seems to have some improvements, I don't know what's going on with this app sometimes get collapseed. This is not expected from Dashen bank, which is amongst from famous and greatest banks.",POSITIVE,0.7579,General Feedback
1475,What's the problem with this app's that asking for updates on a daily basis?,1,2025-09-25,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,What's the problem with this app's that asking for updates on a daily basis?,NEGATIVE,-0.4019,General Feedback
1476,"Before the recent update, this app was great. Now, the home page is cluttered with promotions and banners, which really hurts the experience. I think the app stopped being banking app and started only to promote b/c 95% of the app is only ads, also full of bugs",1,2025-11-01,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"Before the recent update, this app was great. Now, the home page is cluttered with promotions and banners, which really hurts the experience. I think the app stopped being banking app and started only to promote b/c 95% of the app is only ads, also full of bugs",POSITIVE,0.3415,Transaction Performance
1477,can't access as will if it's super and can't even access the service when you need it's a big failure,1,2025-08-22,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,can't access as will if it's super and can't even access the service when you need it's a big failure,POSITIVE,0.1531,General Feedback
1478,"its a very low quality and slow application, very unreliable in times of need",1,2025-08-13,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,"its a very low quality and slow application, very unreliable in times of need",NEGATIVE,-0.3384,Transaction Performance
1479,it is totally work of failure. I personally prefer dashen amole instead of this super dull app.,1,2025-08-16,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp,it is totally work of failure. I personally prefer dashen amole instead of this super dull app.,NEGATIVE,-0.1627,General Feedback
